Rank	Word	Frequency	Length
17526	THANE	831.482	5
17527	FEWEST	830.691	6
17537	ROMA	829.9	4
17538	CHARY	829.109	5
17543	FORAY	828.317	5
17546	NUTTER	828.317	6
17550	DUGOUT	827.526	6
17553	BOWMAN	826.735	6
17559	SOTO	826.735	4
17560	UGANDA	826.735	6
17562	CHOLER	825.944	6
17565	CHAS	825.153	4
17576	FETISH	823.571	6
17584	MAORI	822.779	5
17587	MODENA	821.988	6
17588	DIRK	821.197	4
17594	DRAY	820.406	4
17595	TASSEL	820.406	6
17597	GARISH	819.615	6
17598	ORIENT	819.615	6
17601	DENISE	818.824	6
17602	FILS	818.824	4
17603	AZTEC	818.033	5
17605	TYPHUS	818.033	6
17608	LARS	817.242	4
17611	SKEIN	817.242	5
17615	PALI	816.45	4
17617	SNOB	816.45	4
17619	CHINE	815.659	5
17621	OUTDO	815.659	5
17622	SPERM	815.659	5
17623	TANKER	815.659	6
17624	WANDA	815.659	5
17625	CLAM	814.868	4
17627	IDIOMS	814.868	6
17630	FILLY	814.077	5
17640	BRAY	811.704	4
17642	GLIB	811.704	4
17643	KILT	811.704	4
17644	RANT	811.704	4
17648	CITRON	810.121	6
17649	INANE	810.121	5
17650	SHREW	810.121	5
17652	SPANS	809.33	5
17654	CURBED	808.539	6
17660	WHET	808.539	4
17663	GENRE	806.957	5
17664	GYPSUM	806.957	6
17665	PETAL	806.957	5
17666	REMISS	806.957	6
17668	NON-	806.166	4
17671	PUNT	805.374	4
17672	WORDY	805.374	5
17673	BESTIR	804.583	6
17676	HAIRED	804.583	6
17678	DENT	803.792	4
17679	DICKIE	803.792	6
17683	DOPE	802.21	4
17685	FORGER	802.21	6
17687	SUDAN	802.21	5
17689	DORADO	801.419	6
17697	LUNGE	800.628	5
17702	INST.	799.837	5
17710	FLUE	798.254	4
17713	TRUSS	798.254	5
17717	HAITI	796.672	5
17719	TOTEM	796.672	5
17723	ACME	794.299	4
17730	MARGOT	794.299	6
17732	SATED	794.299	5
17733	BENNY	793.507	5
17734	CANNY	793.507	5
17735	GOV.	793.507	4
17738	HIVES	792.716	5
17741	AVANT	791.925	5
17744	FLOUT	791.925	5
17749	COERCE	791.134	6
17750	ETHAN	791.134	5
17753	STYX	790.343	4
17754	CINDER	789.552	6
17757	LAMELY	789.552	6
17758	LUCRE	789.552	5
17766	SHIN	788.761	4
17771	MONACO	787.97	6
17773	SANDAL	787.97	6
17774	SOCK	787.97	4
17776	CHUNK	787.178	5
17777	DEMI	787.178	4
17783	GARTER	786.387	6
17784	KAREN	786.387	5
17793	ALA.	784.805	4
17794	DAUNT	784.805	5
17795	HUDDLE	784.805	6
17806	CLINCH	782.432	6
17809	CEREAL	781.64	6
17810	LIKEN	781.64	5
17815	MOVIE	780.058	5
17818	DIGS	779.267	4
17820	GLAZE	779.267	5
17825	LEES	778.476	4
17832	FIDO	777.685	4
17834	QUITO	777.685	5
17835	WEEDY	777.685	5
17838	CREE	776.894	4
17839	HERA	776.894	4
17840	LINT	776.894	4
17842	PACT	776.894	4
17843	SHIFTY	776.894	6
17845	AURA	776.103	4
17846	BATE	776.103	4
17851	BIGHT	774.52	5
17852	PELEUS	774.52	6
17858	HEBE	772.938	4
17859	ARMORY	772.147	6
17862	DROPSY	772.147	6
17866	SNAPS	772.147	5
17868	WORT	772.147	4
17870	HOBBLE	771.356	6
17873	BARNET	770.565	6
17874	COSMOS	770.565	6
17876	HYENA	770.565	5
17879	ASTHMA	769.773	6
17884	GRANNY	769.773	6
17888	WHELP	769.773	5
17890	BLENT	768.982	5
17892	CRANNY	768.982	6
17893	EFFETE	768.982	6
17898	MINION	768.982	6
17899	MINX	768.982	4
17900	NIXON	768.982	5
17903	UNCUT	768.982	5
17904	COON	768.191	4
17914	CEDE	766.609	4
17926	DEADEN	764.235	6
17931	TANNER	764.235	6
17932	WINDER	764.235	6
17935	LYMPH	763.444	5
17937	BERBER	762.653	6
17938	BOGUS	762.653	5
17945	PENIS	761.862	5
17949	ERASE	761.071	5
17951	PUNS	761.071	4
17953	AUGUR	760.28	5
17954	BOOBY	760.28	5
17956	GAMUT	760.28	5
17960	FUNK	759.489	4
17963	JIFFY	759.489	5
17964	MOIETY	759.489	6
17965	MUCK	759.489	4
17966	NESTLE	759.489	6
17969	TROWEL	759.489	6
17970	ANGOLA	758.698	6
17976	VELDT	758.698	5
17983	LITE	757.906	4
17984	LOAFER	757.906	6
17991	LOUT	757.115	4
17992	MINUET	757.115	6
17993	PHLEGM	757.115	6
17995	YAWL	757.115	4
17997	ABLER	756.324	5
18000	MELEE	756.324	5
18002	WHALER	756.324	6
18004	BAIZE	755.533	5
18007	SCALD	755.533	5
18008	SENILE	755.533	6
18009	TANG	755.533	4
18010	URANIA	755.533	6
18011	ARIAN	754.742	5
18019	OUTWIT	753.951	6
18021	VISE	753.951	4
18022	WHISK	753.951	5
18023	BALK	753.16	4
18024	OMELET	753.16	6
18025	PRUNE	753.16	5
18032	PAGODA	752.368	6
18036	HATER	751.577	5
18037	IMPOST	751.577	6
18038	KOREAN	751.577	6
18053	FLAKE	749.204	5
18054	HOAX	749.204	4
18055	MARIO	749.204	5
18056	NAVAJO	749.204	6
18061	STATIC	748.413	6
18065	CRANKS	747.622	6
18068	ROCKER	746.831	6
18069	SLUM	746.831	4
18079	PAUNCH	745.248	6
18081	TENDON	745.248	6
18082	WAMPUM	745.248	6
18084	BANDY	744.457	5
18085	EXALTS	744.457	6
18087	TOKYO	744.457	5
18089	ABBEYS	743.666	6
18092	JOKER	743.666	5
18093	LOCH	743.666	4
18094	PUSS	743.666	4
18100	OSTLER	742.084	6
18104	GLOBAL	741.293	6
18105	EJECT	740.501	5
18107	PUMA	740.501	4
18109	BABOON	739.71	6
18114	ABHORS	738.919	6
18125	TRUMPS	738.128	6
18131	GRIME	736.546	5
18134	SUCKER	736.546	6
18136	BEET	735.755	4
18137	CATE	735.755	4
18142	SONYA	735.755	5
18143	TRUDGE	735.755	6
18150	TITTER	734.172	6
18151	ADDUCE	733.381	6
18154	MEDUSA	733.381	6
18157	RIBAND	733.381	6
18158	CROUP	732.59	5
18169	JOCOSE	731.799	6
18170	SMUG	731.799	4
18171	STAFFS	731.799	6
18188	WINDED	729.426	6
18196	USENET	728.634	6
18197	BARONY	727.843	6
18200	EMETIC	727.843	6
18201	GARY	727.843	4
18203	PEASE	727.843	5
18204	SHALE	727.843	5
18205	SOMALI	727.843	6
18206	EXHALE	727.052	6
18207	MATING	727.052	6
18216	TUSSLE	725.47	6
18223	LARYNX	723.888	6
18228	MURAL	723.096	5
18231	FLAIL	722.305	5
18232	NETTLE	722.305	6
18239	STILTS	721.514	6
18241	FATIMA	720.723	6
18242	BASTE	719.932	5
18244	ELFIN	719.932	5
18245	OVER-	719.141	5
18247	URBANE	719.141	6
18251	LIMBO	718.35	5
18254	KILN	717.559	4
18255	LOBE	717.559	4
18258	DUCT	716.767	4
18261	AZALEA	715.976	6
18262	DALLY	715.976	5
18268	ALPINE	714.394	6
18269	BANNS	714.394	5
18271	DEBASE	714.394	6
18272	OCULAR	714.394	6
18274	AQUA	713.603	4
18283	WARBLE	712.812	6
18286	KILLER	712.021	6
18289	AMULET	711.229	6
18304	BATMAN	708.856	6
18305	BULGE	708.856	5
18306	COGNAC	708.856	6
18308	FOAL	708.856	4
18314	FADER	708.065	5
18317	TENET	708.065	5
18318	CRUX	707.274	4
18319	DISCS	707.274	5
18327	IMBIBE	706.483	6
18328	MAMMAL	706.483	6
18331	VARUNA	706.483	6
18333	MINED	705.692	5
18335	OPIATE	705.692	6
18336	PLASH	705.692	5
18337	PRIORY	705.692	6
18341	PISTIL	704.9	6
18344	SLAKE	704.9	5
18353	TUSK	704.109	4
18357	SUCKS	703.318	5
18358	TAMPER	703.318	6
18369	WOOER	701.736	5
18371	LATHER	700.945	6
18372	THORAX	700.945	6
18377	JAFFA	700.154	5
18378	LAUD	700.154	4
18381	WALRUS	700.154	6
18389	WHEY	698.571	4
18391	HINGED	697.78	6
18396	HAWSER	696.989	6
18397	MILIEU	696.989	6
18398	SLINK	696.989	5
18409	COLON	695.407	5
18410	GRAM	695.407	4
18412	PETROL	695.407	6
18421	ZEPHYR	694.616	6
18422	-OID	693.825	4
18429	DIMMER	693.033	6
18432	NOMAD	693.033	5
18435	WHIRR	693.033	5
18437	GIBE	692.242	4
18438	HOOVER	692.242	6
18440	BROWSE	691.451	6
18446	ICAO	690.66	4
18449	QUALM	690.66	5
18457	GALAXY	689.078	6
18460	UPTOWN	689.078	6
18464	FROTHY	688.287	6
18465	MANGO	688.287	5
18466	PURR	688.287	4
18467	ROTARY	688.287	6
18468	SULLY	688.287	5
18469	BASAL	687.495	5
18470	CHEN	687.495	4
18477	ADOLF	686.704	5
18478	ANGLIA	686.704	6
18488	TRILL	686.704	5
18497	CHARON	684.331	6
18501	SWUM	684.331	4
18508	KNEAD	682.749	5
18510	FISHY	681.958	5
18513	RADIUM	681.958	6
18516	BAWL	681.166	4
18520	LINTEL	681.166	6
18528	WAFER	680.375	5
18529	WELTER	680.375	6
18530	AUNTY	679.584	5
18531	OPTICS	679.584	6
18544	SIKH	677.211	4
18554	BARB	674.837	4
18557	MUMBLE	674.837	6
18559	TOUCHY	674.837	6
18560	MEME	674.046	4
18561	NEBULA	674.046	6
18565	GOODY	673.255	5
18568	ARRAS	672.464	5
18575	QUAFF	671.673	5
18576	RIMINI	671.673	6
18578	SARK	671.673	4
18581	BEAKER	670.882	6
18582	EZEK.	670.882	5
18589	WEIR	670.882	4
18593	LINGO	670.09	5
18594	LOSERS	670.09	6
18596	PAULO	670.09	5
18599	CRATE	669.299	5
18600	LUNGED	669.299	6
18601	OPTIC	669.299	5
18604	CURD	668.508	4
18605	LEV.	668.508	4
18606	PROLIX	668.508	6
18610	DINGLE	667.717	6
18615	HODGE	667.717	5
18616	REAPER	667.717	6
18617	ROBBIE	667.717	6
18623	JOSTLE	666.926	6
18626	SWAG	666.926	4
18627	USABLE	666.926	6
18629	'TIL	666.135	4
18630	CRINGE	666.135	6
18632	JOUST	666.135	5
18634	PEDAL	666.135	5
18638	CIRCA	665.344	5
18644	PUSSY	665.344	5
18646	SEWAGE	665.344	6
18653	ICING	662.97	5
18654	OFFAL	662.97	5
18657	BLEAT	662.179	5
18658	CLAYEY	662.179	6
18662	CRUSTY	661.388	6
18664	HATTER	661.388	6
18680	MAGNUM	659.015	6
18681	MAHDI	659.015	5
18682	OCHRE	659.015	5
18686	BOWLER	658.223	6
18687	MANGY	658.223	5
18688	MATINS	658.223	6
18695	ANCONA	656.641	6
18699	MILDEW	655.85	6
18705	JAUNT	655.059	5
18706	WRAITH	655.059	6
18707	BRAWN	654.268	5
18712	WHIR	654.268	4
18713	ABASED	653.477	6
18715	AIDES	653.477	5
18718	JURIST	653.477	6
18719	WHO'VE	653.477	6
18720	ELATE	652.686	5
18722	IRAQ	652.686	4
18723	SATYR	652.686	5
18724	SLUICE	652.686	6
18727	BAUBLE	651.894	6
18729	IOTA	651.894	4
18732	SWAP	651.894	4
18736	STUB	651.103	4
18739	SLUT	650.312	4
18748	FERE	648.73	4
18754	CULL	647.939	4
18756	PEINE	647.939	5
18762	DULCET	647.148	6
18768	CHUNKS	646.356	6
18770	HEADY	646.356	5
18773	APULIA	645.565	6
18776	SEDGE	645.565	5
18777	VANS	645.565	4
18781	GLOAT	644.774	5
18782	INFRA	644.774	5
18783	MATRIX	644.774	6
18788	ADVERT	643.983	6
18792	BORAX	643.983	5
18795	DAZE	643.983	4
18797	NOZZLE	643.983	6
18800	STOIC	643.983	5
18801	TRIPE	643.983	5
18802	TRISTE	643.983	6
18803	CURTSY	643.192	6
18804	DREDGE	643.192	6
18810	EOCENE	642.401	6
18811	HELLO	642.401	5
18819	STUN	640.819	4
18820	WHITEN	640.819	6
18822	FEEDER	640.027	6
18827	SPRY	640.027	4
18828	ORCHID	639.236	6
18829	TOPPLE	639.236	6
18830	BAHIA	638.445	5
18832	FOAMY	638.445	5
18833	SAGO	638.445	4
18835	CRAYON	637.654	6
18836	MAGYAR	637.654	6
18842	LINDEN	636.863	6
18846	VENEER	636.863	6
18848	FIDGET	636.072	6
18849	GABBLE	636.072	6
18856	LETHE	635.281	5
18858	ROPED	635.281	5
18859	TEACUP	635.281	6
18860	BAGGY	634.489	5
18861	COEVAL	634.489	6
18866	LANCET	634.489	6
18868	BLENDS	633.698	6
18872	COCOON	632.907	6
18874	FRISKY	632.907	6
18876	PASSER	632.907	6
18877	QUAVER	632.907	6
18884	MARCHE	632.116	6
18885	VIXEN	632.116	5
18886	BRATS	631.325	5
18892	BODING	630.534	6
18893	DRACHM	630.534	6
18895	PAIRED	630.534	6
18897	APSE	629.743	4
18901	LEAKS	629.743	5
18903	NUGGET	629.743	6
18907	SADDEN	628.951	6
18913	LATH	628.16	4
18920	ARGENT	626.578	6
18921	MICKLE	626.578	6
18926	CORFU	625.787	5
18927	PERE	625.787	4
18928	SCRUBS	625.787	6
18929	TINE	625.787	4
18930	TUREEN	625.787	6
18931	URANUS	625.787	6
18932	DORY	624.996	4
18938	VEINED	624.996	6
18941	CHIC	624.205	4
18944	FLORIN	624.205	6
18947	INCEST	624.205	6
18950	CARVER	623.414	6
18951	COBRA	623.414	5
18955	TOPAZ	623.414	5
18958	LENDER	622.622	6
18959	TRENDS	622.622	6
18960	ALTHEA	621.831	6
18966	ARRAN	621.04	5
18968	DELOS	621.04	5
18970	GRAN	621.04	4
18972	TIGHTS	621.04	6
18974	WHITBY	621.04	6
18977	DING	620.249	4
18979	SHRIMP	620.249	6
18980	TANNIN	620.249	6
18981	VESTAL	620.249	6
18983	CAMEO	619.458	5
18996	ZODIAC	618.667	6
18997	BAKERY	617.876	6
19002	HOMILY	617.876	6
19006	LUSH	617.084	4
19010	STEPPE	616.293	6
19012	TASTY	616.293	5
19013	VANE	616.293	4
19014	WART	616.293	4
19015	ASKEW	615.502	5
19020	HEALER	614.711	6
19035	CHIT	612.338	4
19036	DEMEAN	612.338	6
19044	SLUG	611.547	4
19046	LANDAU	610.755	6
19047	ONYX	610.755	4
19048	WRACK	610.755	5
19050	GAFF	609.964	4
19058	DURBAN	609.173	6
19061	BRIAR	608.382	5
19065	BOLE	607.591	4
19066	CORSET	607.591	6
19069	MENTOR	607.591	6
19071	SECEDE	607.591	6
19072	SEDAN	607.591	5
19089	FLAUNT	604.426	6
19092	LARIAT	604.426	6
19093	PH.D.	604.426	5
19094	SLOT	604.426	4
19097	COWER	603.635	5
19100	FAKIR	603.635	5
19104	MUSS	603.635	4
19110	DINGHY	602.844	6
19111	FEND	602.844	4
19112	ROWDY	602.844	5
19113	SHANK	602.844	5
19114	SOLDER	602.844	6
19119	DRAPER	602.053	6
19122	ORALLY	602.053	6
19123	RECTUM	602.053	6
19124	REDDEN	602.053	6
19125	SMIRK	602.053	5
19130	CHUTE	600.471	5
19140	HUMPED	599.68	6
19147	ESCHEW	598.888	6
19151	TYSON	598.888	5
19152	WAYLAY	598.888	6
19159	TWIRL	598.097	5
19164	BRIER	596.515	5
19165	COOLIE	596.515	6
19166	KIMONO	596.515	6
19167	SCAB	596.515	4
19174	ROOK	595.724	4
19178	NUDITY	594.933	6
19181	ROTUND	594.933	6
19183	ARES	594.142	4
19185	BRUIT	594.142	5
19187	CALLOW	594.142	6
19188	FOIBLE	594.142	6
19189	PRO.	594.142	4
19191	VAIL	594.142	4
19193	AGAPE	593.35	5
19195	CRUNCH	593.35	6
19205	ESDRAS	592.559	6
19206	LARCH	592.559	5
19212	REICH	591.768	5
19213	CASHED	590.977	6
19215	COITUS	590.977	6
19219	CACAO	590.186	5
19222	NORM	590.186	4
19224	RIGA	590.186	4
19226	FEAT.	589.395	5
19228	HOCK	589.395	4
19230	LOUSE	589.395	5
19234	SITTER	589.395	6
19235	TRUISM	589.395	6
19241	TORSO	587.812	5
19243	SUBWAY	587.021	6
19249	ACETIC	585.439	6
19256	LODE	584.648	4
19258	ROCCO	584.648	5
19259	AMASS	583.857	5
19261	CHATTY	583.857	6
19266	AKIMBO	583.066	6
19267	BUTCH	583.066	5
19268	DIABLE	583.066	6
19269	PSHAW	583.066	5
19276	RANCID	581.483	6
19281	PALMY	580.692	5
19282	RECAST	580.692	6
19287	GODSON	579.901	6
19289	PROSY	579.901	5
19292	DISTIL	579.11	6
19295	BERN	578.319	4
19300	PESTLE	578.319	6
19303	PYTHON	578.319	6
19306	ARIA	577.528	4
19308	DOUR	577.528	4
19312	OMAN	577.528	4
19313	SHAD	577.528	4
19315	VAGINA	577.528	6
19318	SPOOR	576.737	5
19320	-LOGY	575.945	5
19324	ZEBRA	575.945	5
19331	ORIOLE	575.154	6
19335	HALLOW	574.363	6
19337	HUSSAR	574.363	6
19352	GASHED	572.781	6
19354	RAVISH	572.781	6
19355	SEAR	572.781	4
19357	BEFIT	571.99	5
19369	MODEM	571.199	5
19370	OFRIES	571.199	6
19372	SMUDGE	571.199	6
19376	CLOUT	570.408	5
19379	SCUD	570.408	4
19381	AVERIL	569.616	6
19384	JOWL	569.616	4
19389	VATS	568.825	4
19391	DOLT	568.034	4
19402	FARO	566.452	4
19404	MADCAP	566.452	6
19407	WHIZ	566.452	4
19410	FUMBLE	565.661	6
19411	MUFFIN	565.661	6
19413	RAJAH	565.661	5
19422	CAJOLE	564.87	6
19428	UNVEIL	564.87	6
19430	QUINCE	564.078	6
19431	TEPEE	564.078	5
19435	PENNON	563.287	6
19437	REOPEN	563.287	6
19438	TRITON	563.287	6
19439	ARGO	562.496	4
19440	DIPPER	562.496	6
19441	DOUG	562.496	4
19443	GAUZY	562.496	5
19444	NOWT	562.496	4
19445	PICO	562.496	4
19451	GALORE	561.705	6
19459	FIASCO	560.914	6
19462	LIGE	560.914	4
19463	MINGO	560.914	5
19464	BAYOU	560.123	5
19469	KIDNAP	559.332	6
19470	LITANY	559.332	6
19479	LAPEL	558.541	5
19481	MUCUS	558.541	5
19484	SESAME	558.541	6
19486	-FORM	557.749	5
19487	BLAZON	557.749	6
19488	BUNSEN	557.749	6
19492	COMA	557.749	4
19494	JAGUAR	557.749	6
19496	PERS	557.749	4
19497	PLOD	557.749	4
19504	MOWN	556.958	4
19506	RADIAL	556.958	6
19510	BRAS	556.167	4
19511	CZECHS	556.167	6
19514	ASSAM	555.376	5
19516	TAGS	555.376	4
19517	COPS	554.585	4
19518	FINDER	554.585	6
19520	MARGE	554.585	5
19521	STEVEN	554.585	6
19522	UNCO	554.585	4
19524	ABASE	553.794	5
19525	AHOY	553.794	4
19528	CREASE	553.794	6
19531	INVERT	553.794	6
19532	NIPPLE	553.794	6
19535	AGOG	553.003	4
19538	CHAN	553.003	4
19542	HEYDAY	553.003	6
19546	VACATE	553.003	6
19547	VENDOR	553.003	6
19548	ARSON	552.211	5
19550	DOFF	552.211	4
19557	ADM.	551.42	4
19558	ALLOT	551.42	5
19568	OUST	550.629	4
19572	TARN	550.629	4
19574	'FRAID	549.838	6
19575	AUDIT	549.838	5
19577	ERROL	549.838	5
19583	APPEND	549.047	6
19584	CRONY	549.047	5
19585	DEDUCT	549.047	6
19587	TOCSIN	549.047	6
19589	YANK	549.047	4
19593	FLIER	548.256	5
19594	GANDER	548.256	6
19595	MARL	548.256	4
19596	SILICA	548.256	6
19598	HOES	547.465	4
19602	SAMOAN	547.465	6
19611	DAMPS	545.882	5
19614	HIATUS	545.882	6
19619	OVERDO	545.882	6
19625	CASQUE	544.3	6
19626	FREES	544.3	5
19627	HOPPER	544.3	6
19633	FONDLE	543.509	6
19634	IAMBIC	543.509	6
19640	GONGS	542.718	5
19642	HIKE	542.718	4
19646	VISCID	542.718	6
19648	CASINO	541.927	6
19655	BLANCH	541.136	6
19658	POPISH	541.136	6
19659	PRE-	541.136	4
19665	BEMOAN	540.344	6
19670	RUBBLE	540.344	6
19671	SCAPE	540.344	5
19677	ELOPE	539.553	5
19679	TULLE	539.553	5
19685	DIABLO	537.971	6
19687	LOCUS	537.971	5
19688	RHEA	537.971	4
19689	SERAPH	537.971	6
19690	BENIN	537.18	5
19693	CHIOS	537.18	5
19696	EWER	537.18	4
19699	PARD	537.18	4
19700	PRICED	537.18	6
19704	ALTO	536.389	4
19707	ENTREE	536.389	6
19709	HOSTEL	536.389	6
19714	DROVER	535.598	6
19715	DUDE	535.598	4
19716	ECLAT	535.598	5
19717	FLOP	535.598	4
19719	MOIRA	535.598	5
19720	NUDGE	535.598	5
19722	SERB	535.598	4
19723	SOFIA	535.598	5
19724	ARROYO	534.806	6
19727	DANNIE	534.806	6
19729	OVARY	534.806	5
19730	SWART	534.806	5
19739	SATRAP	533.224	6
19742	ARK.	532.433	4
19743	BOSH	532.433	4
19745	DANGLE	532.433	6
19760	BEVIS	530.06	5
19763	DIGGER	530.06	6
19767	PASHA	530.06	5
19770	DAGON	529.269	5
19771	FREUD	529.269	5
19779	VERGER	528.477	6
19782	GROIN	527.686	5
19783	LUMPY	527.686	5
19784	P.PR.	527.686	5
19787	BIGAMY	526.895	6
19791	ROTH	526.895	4
19796	CRAMPS	526.104	6
19804	MOTIF	525.313	5
19805	RAMROD	525.313	6
19807	SLOGAN	525.313	6
19816	NUBIA	524.522	5
19817	CARTEL	523.731	6
19818	FETUS	523.731	5
19820	LINNET	523.731	6
19822	ABAFT	522.939	5
19824	BURMAN	522.939	6
19834	WUSS	522.148	4
19840	RECANT	520.566	6
19846	CONCH	519.775	5
19847	CORKED	519.775	6
19849	FAGGOT	519.775	6
19855	TOPEKA	519.775	6
19857	ADORER	518.984	6
19858	DEFACE	518.984	6
19860	NITE	518.984	4
19868	GUANO	518.193	5
19874	ANDROS	517.402	6
19881	GOLLY	516.61	5
19885	QUIRE	516.61	5
19887	SALTY	516.61	5
19890	INDITE	515.819	6
19891	PANDER	515.819	6
19892	PELVIS	515.819	6
19893	SEANCE	515.819	6
19896	ATRIUM	515.028	6
19904	TOBAGO	514.237	6
19918	SWIVEL	512.655	6
19926	DUFFER	511.072	6
19929	PROPEL	511.072	6
19930	SAWN	511.072	4
19931	SCURRY	511.072	6
19932	SLOPPY	511.072	6
19935	MINK	510.281	4
19936	NIMBUS	510.281	6
19937	PELF	510.281	4
19939	BUFFER	509.49	6
19941	JOINER	509.49	6
19947	FUDGE	508.699	5
19948	LIEN	508.699	4
19949	REBORN	508.699	6
19960	ENGULF	507.117	6
19964	MEDIAN	507.117	6
19966	SAUDI	507.117	5
19981	BOXER	504.743	5
19983	DOWDY	504.743	5
19984	GRILL	504.743	5
19985	LOTION	504.743	6
19992	GROVEL	503.952	6
19994	JEWRY	503.952	5
20000	USSR	503.952	4
20001	VEER	503.952	4
20008	TESTY	503.161	5
20011	PRUDE	502.37	5
20014	COVEY	501.579	5
20016	LESION	501.579	6
20019	MONTE	501.579	5
20025	DONS	500.788	4
20026	DUCAT	500.788	5
20034	DECRY	499.997	5
20039	REAPS	499.997	5
20040	RUPEE	499.997	5
20044	MODISH	499.205	6
20045	TEEM	499.205	4
20052	JOANNE	498.414	6
20055	SHINED	498.414	6
20057	TROLL	498.414	5
20062	SOLUM	497.623	5
20068	BYRE	496.041	4
20072	OUTA	496.041	4
20074	TOTE	496.041	4
20076	COBALT	495.25	6
20081	KOPJE	495.25	5
20082	ODESSA	495.25	6
20088	ROCOCO	494.459	6
20090	SPOOL	494.459	5
20091	UNMASK	494.459	6
20096	MICH	493.667	4
20099	MIDI	492.876	4
20100	OSTIA	492.876	5
20102	RUNES	492.876	5
20103	SAMI	492.876	4
20105	DUDS	492.085	4
20110	TAMER	492.085	5
20115	IMPISH	491.294	6
20119	TRIAD	491.294	5
20123	FLICK	490.503	5
20126	ANTIC	489.712	5
20129	JANGLE	489.712	6
20132	SUMMA	489.712	5
20133	GRITTY	488.921	6
20134	HUFF	488.921	4
20137	SEMEN	488.921	5
20138	SHODDY	488.921	6
20140	WAXY	488.921	4
20145	HURDLE	488.13	6
20146	MARTEN	488.13	6
20147	MAZY	488.13	4
20150	RECK	488.13	4
20151	SONE	488.13	4
20152	SUGARS	488.13	6
20162	ATOLL	486.547	5
20167	PRIMO	486.547	5
20176	ODER	485.756	4
20180	ALPACA	484.965	6
20181	ANIMA	484.965	5
20182	AVERS	484.965	5
20183	IGLOO	484.965	5
20188	ABET	484.174	4
20189	ALEXIA	484.174	6
20190	ANUS	484.174	4
20191	BOVINE	484.174	6
20196	SERUM	484.174	5
20198	TURGID	484.174	6
20199	YOU'S	484.174	5
20201	CRANKY	483.383	6
20203	PIQUET	483.383	6
20205	THESES	483.383	6
20207	VIVA	483.383	4
20208	AUGER	482.592	5
20210	FLIP	482.592	4
20211	LILT	482.592	4
20214	SIMBA	482.592	5
20219	GOSH	481.8	4
20223	PRISSY	481.8	6
20226	METRIC	481.009	6
20229	P.O.	481.009	4
20230	QUIN	481.009	4
20231	RENNES	481.009	6
20235	A.U.	480.218	4
20241	IAEA	480.218	4
20245	TREK	480.218	4
20246	BOWEL	479.427	5
20248	CREEPY	479.427	6
20258	GOBBLE	478.636	6
20259	HIGGS	478.636	5
20260	IN-LAW	478.636	6
20265	VERT	478.636	4
20266	VIDEO	478.636	5
20269	EVILLY	477.845	6
20272	MORES	477.845	5
20274	SQUIRM	477.845	6
20275	WINCH	477.845	5
20283	SKEWER	476.263	6
20286	DENTAL	475.471	6
20288	ORIEL	475.471	5
20296	CLENCH	473.889	6
20302	BEGUM	473.098	5
20305	FRACAS	473.098	6
20308	QUIZ	473.098	4
20310	FLAY	472.307	4
20311	HANGER	472.307	6
20312	HOCKEY	472.307	6
20316	RINSE	472.307	5
20319	UDDER	472.307	5
20322	BRUNG	471.516	5
20327	RASP	471.516	4
20335	PEANUT	470.725	6
20336	TATTLE	470.725	6
20346	BOURNE	469.142	6
20347	COHORT	469.142	6
20355	SPRAIN	469.142	6
20358	WILTS	469.142	5
20359	COOKER	468.351	6
20362	LARVAL	468.351	6
20363	PRANCE	468.351	6
20367	LADE	467.56	4
20368	MAT.	467.56	4
20371	CLOT	466.769	4
20373	DORMER	466.769	6
20374	FUZZY	466.769	5
20375	PESTER	466.769	6
20380	BANAL	465.978	5
20381	DEBAR	465.978	5
20385	TIMING	465.978	6
20397	SIPHON	465.187	6
20398	SLAG	465.187	4
20399	CORES	464.395	5
20402	NINNY	464.395	5
20407	GURU	463.604	4
20408	LESSEE	463.604	6
20410	TAIWAN	463.604	6
20411	WARTS	463.604	5
20415	GUFFAW	462.813	6
20419	THAT'D	462.813	6
20421	COULEE	462.022	6
20422	DYER	462.022	4
20424	GIMLET	462.022	6
20427	MULLET	462.022	6
20430	BASEL	461.231	5
20431	BLEACH	461.231	6
20437	OASES	461.231	5
20439	INBRED	460.44	6
20441	MAULED	460.44	6
20442	MIMOSA	460.44	6
20451	KARMA	459.649	5
20452	TYRO	459.649	4
20454	FUGUE	458.858	5
20460	TYKE	458.858	4
20469	FUNDED	457.275	6
20470	SLOP	457.275	4
20471	UNBEND	457.275	6
20472	CHILDE	456.484	6
20478	AMOY	455.693	4
20480	CRASS	455.693	5
20487	FRISK	454.902	5
20488	NATO	454.902	4
20489	RADAR	454.902	5
20490	SNAG	454.902	4
20492	AGING	454.111	5
20498	PARIAH	454.111	6
20503	BALLY	453.32	5
20504	BERG	453.32	4
20505	FOETUS	453.32	6
20507	OZONE	453.32	5
20512	GULES	452.528	5
20514	MADDEN	452.528	6
20519	SCHIST	452.528	6
20525	SPUNK	451.737	5
20529	JUMPER	450.946	6
20532	RABBI	450.946	5
20535	STOCKY	450.946	6
20536	TEEPEE	450.946	6
20537	THRU	450.946	4
20540	ENRAGE	450.155	6
20541	FREYA	450.155	5
20544	MAINZ	450.155	5
20548	BASING	449.364	6
20550	SIBYL	449.364	5
20560	ENDEAR	447.782	6
20563	HUMUS	447.782	5
20565	MOPE	447.782	4
